data_publicacao,titulo,link,texto_completo
2025-02-07,Título não encontrado,https://amb.org.br/noticias/por-unanimidade-13a-turma-do-trf-de-brasilia-reforca-exigencias-para-obtencao-do-registro-de-qualificacao-de-especialista/,"O Tribunal Regional Federal da 1ª região em Brasília através da sua 13ª turma, rejeitou o recurso ingressado contra sentença proferida pelo Juízo da 21ª Vara Federal da Seção Judiciária (DF), que negou o registro de especialização em dermatologia, pretendido por portador de certificado de curso de pós-graduação lato sensu.
Em seu voto, o desembargador federal Jamil Rosa de Jesus Oliveira justificou a decisão com base na Lei n. 6.932/1981, que trata das atividades do médico residente. A norma “estabelece a residência médica como a modalidade de ensino de pós-graduação capaz de certificar a especialidade médica”.
O magistrado citou ainda o Decreto n. 8.516/2015, que regulamenta o Cadastro Nacional de Especialistas. Conforme ressaltou Jamil Rosa Oliveira, o dispositivo “confirma que apenas a residência médica e a certificação emitida pelas sociedades de especialidade são reconhecidas para fins de qualificação como especialista”.
A decisão reforça os critérios para obtenção do registro de qualificação de especialista, estabelecidos em lei:
“O título de especialista de que trata a Lei nº 6.932, de 1981 é aquele concedido pelas sociedades de especialidades, por meio da
Associação Médica Brasileira – AMB
, ou pelos programas de residência médica credenciados pela Comissão Nacional de Residência Médica – CNRM.”
Em sua decisão o magistrado aponta também a diferença na estrutura dos cursos.
“A residência médica constitui modalidade de ensino prático e intensivo e visa a formação do profissional na prática e especialidade escolhida, enquanto os cursos latu sensu são majoritariamente teóricos”
.
“A legislação não concede ao médico o direito de divulgar qualificações acadêmicas de pós-graduação lato sensu como especialidade médica, considerando que esta é caracterizada por uma competência técnica específica”,
conclui.Com as ponderações apresentadas, o acórdão foi aprovado pela 13ª Turma do TRF1 por unanimidade.
Confira a íntegra do acórdão
Assessoria de Comunicação da AMB"
2025-02-06,Título não encontrado,https://amb.org.br/noticias/presidente-da-amb-realiza-apresentacao-sobre-associativismo-e-exercicio-da-medicina-para-docentes-e-medicos-do-departamento-de-ginecologia-da-fmusp/,"Discutir o associativismo médico e o exercício da Medicina e Saúde da População. Este foi o tema ministrada pelo presidente da Associação Médica Brasileira, Dr. César Eduardo Fernandes, nesta quarta-feira (5) na Faculdade de Medicina da USP (FMUSP), para docentes e médicos do Departamento de Ginecologia.  Ele foi recebido pelo Professor Titular de Ginecologia da FMUSP, Professor Edmund Chada Baracat.
Clique aqui e assista o vídeo completo da apresentação do Dr. César Eduardo Fernandes
.
Dr. César, que também é professor titular de Ginecologia da FMABC, destacou em sua fala que o cenário atual é bem preocupante, pois no Brasil há aproximadamente 600 mil médicos e muitos, sem qualidade mínima para o atendimento à população.
“O país tem médicos que estão saindo com muitas deficiências das escolas. Não por culpa deles, claro, mas por culpa do aparelho formador”
, esclareceu.
Somente nos últimos 13 anos foram formados 250 mil profissionais e de dentro de poucos anos, serão mais de um milhão de médicos. Se analisarmos por habitante, nós temos mais médicos que os Estados Unidos e a França, por exemplo.
Dr. César alertou ainda que essa proposta de mais médios, passa aos cidadãos uma ideia equivocada e perigosa de que o aumento de forma absurda do número de egressos dos cursos de Medicina trará uma boa e segura assistência médica aos cidadãos brasileiros.
Ele esclareceu para os presentes, que no contexto atual não existem recursos e nem estrutura suficiente para uma avaliação adequada e eficiente das mais de 400 escolas de medicina instaladas no Brasil, muito menos para a expansão de novas escolas. E tampouco, existe uma avaliação que garanta o controle de qualidade dos mais de 40 mil novos médicos que são formados a cada ano.
E claro, todo esse cenário caótico em algum momento irá se refletir na segurança dos pacientes. Só em 2023, o país registrou cerca de 25 mil processos por “erro médico” (ou danos materiais ou morais) decorrentes da prestação de serviços de saúde, denominação que passou a ser adotada neste ano pelo judiciário. O volume representa alta de 35% em relação a 2020, segundo dados do Conselho Nacional de Justiça (CNJ).
E como tentar frear essa situação? Na avaliação do Dr. César, o exame de proficiência de Medicina é uma forma eficaz de garantir a segurança do paciente.
“Entendo que diante de desse quadro de precariedade na formação de médicos, o modelo de avaliação de proficiência já adotado pela Ordem dos Advogados do Brasil (OAB) e pelo Conselho Federal de Contabilidade (CFC) se mostra necessário à aferição da capacidade técnica e garantir a qualidade dos médicos ativos no país”
, explicou.
Como proposta,  a AMB, entidade que o Dr. César representa, acredita que devam ser verificadas as competências adquiridas pelos novos egressos dos cursos de graduação em Medicina. Atualmente não há nenhuma exigência de verificação das competências adquiridas pelos 40 mil médicos que anualmente concluem a graduação.
Segundo ele, é necessário garantir a qualidade da assistência oferecida por esses profissionais e para isso é fundamental que essa verificação seja feita por todos os concluintes dos cursos de graduação em Medicina no Brasil e por todos os formados em cursos de graduação em medicina no exterior que pretendam exercer a medicina em território nacional. “
O problema do Brasil não é falta de médicos. E sim, a qualidade deste profissional
”, avaliou ele.
Vale lembrar que desde 2007 este tema é discutido no Congresso Nacional, com dez propostas tramitando na Câmara dos Deputados e uma no Senado Federal. Dr. César destacou ainda em sua apresentação, que a Associação Médica Brasileira, em todas as suas instâncias, mantém ações científicas e políticas focadas à aprovação legislativa da obrigatoriedade do exame de proficiência de medicina, visando uma medicina de qualidade e a segurança do paciente.
E ao final do encontro, fez uma provocação para os presentes com alguns questionamentos: Será que vale a pena me engajar no associativismo médico? Isso me diz respeito? A AMB me representa ou é apenas um clube de benefícios?
Ele explicou que a AMB atua muito próxima dos associados defendendo constantemente pleitos que envolvam a classe médica em torno de bandeiras urgentes, como o combate à abertura indiscriminada de escolas de medicina, a importância de ampliação de investimentos em saúde, a defesa do ato médico, entre outros pontos.
“Buscamos desenvolver uma instituição mais participativa, compromissada com a honestidade e transparência, garantindo espaços relevantes para mulheres e jovens médicos e valorizando a Ciência”
, disse.
Para ele, é fundamental colocar o jovem estudante de Medicina em contato com o associativismo médico. Mostrar a importância do engajamento desse jovem estudante no associativismo, uma vez que, durante o seu exercício profissional que se iniciará ao final do seu curso, ele como médico vai, desta feita, conviver estreitamente com as entidades médicas que o representam.
A AMB por ser uma associação independente é a única entidade que pode defender os médicos e a medicina em todas as instâncias e lutar por condições dignas do exercício da profissão médica, incluindo boas condições de trabalho e remuneração justa. “
Assim
, n
ós precisamos muito desses jovens para trazer as suas preocupações, o seu modo de ver a vida, o seu modo de ver a nossa profissão, porque é deles, o futuro do movimento associativo médico”
, concluiu.
Clique aqui e assista o vídeo completo da apresentação do Dr. César Eduardo Fernandes
.
Assessoria de Comunicação da AMB"
2025-02-06,Título não encontrado,https://amb.org.br/noticias/associacao-medica-brasileira-e-contraria-a-acao-do-psol-e-aben-que-pede-liberacao-da-realizacao-de-aborto-legal-por-enfermeiros/,
2025-02-06,Título não encontrado,https://amb.org.br/noticias/fundacao-cientifica-do-japao-oferece-programa-de-bolsas-para-medicos-e-pesquisadores-estrangeiros/,"A
Takeda Science Foundation
, uma das principais fundações científicas do Japão apresenta um programa de bolsas de estudos no exterior para médicos e pesquisadores estrangeiros que desejam aprimorar conhecimento em hospitais, universidades e institutos de pesquisa japoneses nos segmentos da medicina, farmácia e ciências biológicas.
A expertise de médicos e pesquisadores capacitados engloba uma ampla gama de áreas, que vai da medicina básica ou ciências biológicas até a medicina clínica. Desde o ano da criação da fundação, em 1963, até o final de março de 2024, já foram oferecidas
1.896
bolsas para médicos e pesquisadores de 48 países/regiões.
Para mais informações sobre a instituição e sobre o programa de bolsas acesse:
www.takeda-sci.or.jp/en/fellowship/abroad.php
​ou entre em contato pelo link
www.takeda-sci.or.jp/en/contact/
Assessoria de Comunicação da AMB"
2025-02-04,Título não encontrado,https://amb.org.br/noticias/presidente-da-amb-prestigia-comemoracao-ao-centenario-dos-anais-brasileiros-da-dermatologia/,"Na última sexta-feira (31), o presidente da Associação Médica Brasileira (AMB), Dr. César Eduardo Fernandes participou de solenidade em celebração aos
100 anos dos Anais Brasileiros da Dermatologia
(CBD)
, realizada na Academia Nacional de Medicina (ANM), no Rio de Janeiro, pela Sociedade Brasileira de Dermatologia (SBD).
Dr. César parabenizou a entidade e destacou a importante contribuição da publicação para o avanço da ciência no segmento da dermatologia no país.
“Uma grande honra para mim, como médico e representante da Associação Médica Brasileira estar presente neste momento histórico para a Dermatologia. São 100 anos de pesquisas que vêm agregando conhecimento à classe médica e a pesquisadores, não só do nosso país, mas do cenário internacional. Que venham mais anos de muito estudo”
, disse o gestor.
O evento contou com a participação da diretoria da SBD, editores dos ABD, presidentes das regionais, chefes de serviço do Rio de Janeiro e representantes de diversas entidades médicas. Além do presidente da AMB, a mesa de cerimônia foi composta pela Dra. Eliete Bouskela, presidente da ANM; pelo Dr. Omar Lupi, secretário-geral da ANM; Dr. Carlos Barcaui, presidente da SBD; Dr. Lourival Lopes, vice-presidente da SBD; Dra. Regina Carneiro, secretária-geral da SBD, e o Dr. Silvio Alencar Marques, diretor científico do ABD.
Assessoria de Comunicação da AMB"
2025-02-03,Título não encontrado,https://amb.org.br/noticias/ans-prorroga-consulta-publica-sobre-mudancas-nos-planos-de-saude/,"A Agência Nacional de Saúde Suplementar (ANS) decidiu prorrogar a consulta pública sobre o pacote de medidas que mudam a política de preços dos planos de saúde. As propostas incluem, entre outros pontos, a criação de regras para o aumento dos contratos coletivos e limites para cobrança de coparticipação e franquia.
A consulta pública terminaria no próximo dia 3, prazo que foi ampliado até o dia 9 em reunião nesta sexta-feira da Diretoria Colegiada da ANS. Segundo o órgão, a ideia é garantir “ampla participação social”. A prorrogação do cronograma acontece após recomendação do Ministério Público Federal (MPF), que enviou nesta semana um ofício à agência pedindo a extensão da consulta pública. O pacote de mudanças foi proposto no início de outubro pela agência reguladora. Depois de passar por uma primeira audiência pública, a pauta foi aberta para receber contribuições de operadoras, consumidores e instituições da sociedade civil.
Em 16 dezembro, os diretores do órgão regulador aprovaram um relatório preliminar com o detalhamento das medidas e o cronograma de consulta pública, que começou no dia 19 daquele mês e iria até o dia 3 de fevereiro. Nas últimas terça e quarta-feira, as medidas foram discutidas em novas audiências públicas. O projeto inclui temas como a mudanças no cálculo de reajuste anual dos contratos coletivos, prevendo que a chamada sinistralidade — a fatia da receita da operadora que é usada para custear a assistência médica dos usuários — tenha uma meta mínima de 75%.
Além disso, a proposta proíbe o acúmulo de índices (financeiro e sinistralidade) para o cálculo do reajuste dos planos coletivos. Diferente dos individuais, os planos coletivos não têm um percentual máximo de aumento definido pela ANS, e a correção anual é negociada entre a operadora e a empresa contratante. — A consulta foi aberta no apagar das luzes de 2024, a sociedade foi pega de surpresa. Esse cronograma foi aberto num momento inoportuno, com o Brasil passando por um momento de recesso parlamentar e do judiciário, férias. Muitas instâncias especialmente as de Brasília, não estão funcionando — explicou o procurador da República Hilton Melo, da Câmara de Defesa da Ordem Econômica e da Defesa do Consumidor do MPF.
ANS PRORROGA CONSULTA PÚBLICA SOBRE MUDANÇAS NOS PLANOS DE SAÚDe
Baixar
Fonte: O Globo"
2025-01-27,Título não encontrado,https://amb.org.br/noticias/secretario-geral-da-amb-participa-da-posse-da-nova-diretoria-do-colegio-brasileiro-de-radiologia-e-diagnostico-por-imagem/,"Na última sexta-feira (24) à noite, o secretário-geral da Associação Médica Brasileira (AMB), Dr. Florisval Meinão participou da
cerimônia de posse
da nova diretoria do Colégio Brasileiro de Radiologia e Diagnóstico por Imagem biênio (2025/2026) no Espaço JK, na capital paulista.
“Uma alegria e honra poder prestigiar este momento do CBR, representando a AMB. Desejo todo sucesso a todos os novos membros da diretoria nesta nova etapa de gestão da entidade que se inicia”
, celebrou Dr. Florisval.
Também compuseram a mesa do evento, o Dr. Valdair Francisco Muglia, presidente do Conselho Consultivo– biênio 2023/2024; Dra. Cibele de Carvalho, presidente do CBR – Biênio 2023/2024 e representante também do Conselho Federal de Medicina (CFM); e Dr. Rubens Rubens Chojniak, presidente eleito– biênio 2025/2026. A cerimônia de posse foi conduzida pela Gerente Administrativo Financeiro, Ivia Pirani.
Os novos membros da composição estiveram presentes na cerimônia de posse para a nomeação em suas novas funções, além de serem homenageados.
Confira a lista dos membros empossados para o biênio 2025-2026 do CBR:
Presidente: Dr. Rubens Chojniak
1º Vice-presidente: Dr. Hélio Braga
2ª Vice-presidente: Dra. Juliana Tapajós
1º Secretário: Dr. Marcel Koenigkam Santos
2º Secretário: Dr. Fernando Morbeck
1ª Tesoureira: Dra. Alice Schuch
2ª Tesoureira: Dra. Beatriz Medicis Maranhão Miranda
Diretor Científico: Dr. Maurício Zapparoli
Diretor de Comunicação: Dr. Augusto Braga Fernandes Antunes
Diretor de Relações Internacionais: Dr. Ronaldo Hueb Baroni
Diretora Cultural: Dra. Linei Augusta Brolini Dellê Urban
Diretor de Defesa Profissional: Dr. Marcelo Vilela Lauar
Diretor da ABCDI: Dr. Ricardo Mendonça Rocha
Diretor de Titulação: Dr. Túlio Augusto Alves Macedo
Diretor de Relações Institucionais: Dr. Bernardo Tessarollo
Assessoria de Comunicação da AMB"
2025-01-24,Título não encontrado,https://amb.org.br/noticias/associacao-medica-brasileira-74-anos-de-historia-em-prol-da-medicina-de-qualidade-no-brasil/,"Neste dia 26 de janeiro de 2025, a Associação Médica Brasileira (AMB) está completando 74 anos de
história
. São mais de sete décadas de dedicação de uma entidade, sem fins lucrativos, que vem trabalhando com o intuito de defender os direitos dos profissionais da área médica, e, principalmente, que o exercício da Medicina no Brasil seja respeitado e realizado com seriedade e qualidade, por meio de pesquisas científicas, atualizações, qualificação dos profissionais e uma estrutura de ponta que possibilite o cuidado adequado da saúde dos milhões de brasileiros e brasileiras.
Sob a gestão do atual presidente Dr. César Eduardo Fernandes, sua diretoria e equipe, a AMB tem desenvolvido ações e importantes projetos, mantendo estreita interlocução com órgãos governamentais, com as principais organizações de classe do Brasil, além de congregar
27 Federadas e 54 Sociedades de Especialidades Médicas
e milhares de associados espalhados pelas regiões de todo o país, que contam com diversos
benefícios
concedidos por meio de parcerias entre a AMB e empresas conceituadas do mercado.
Clique aqui
e veja o vídeo em homenagem aos 74 anos da AMB.
TÍTULO DE ESPECIALIZAÇÃO
Desde o ano de 1958, a Associação Médica Brasileira é a responsável pela
certificação do
título de especialista
, concedido aos médicos aprovados por meio de provas teóricas e práticas. Uma etapa de fundamental importância para a capacitação adequada dos profissionais graduados no curso de Medicina.
PRINCIPAIS PROJETOS
Ao longo dos anos, a AMB desenvolveu e segue ainda criando projetos transformadores. Entre eles, a criação do Núcleo de Atuação Parlamentar (
NAP
), que serve como porta-voz dos médicos no Congresso Nacional, em Brasília, por meio de acompanhamento de projetos discutidos e aprovados de interesse das Federadas e Sociedades de Especialidades brasileiras. Há também o Núcleo de Proteção do Ato Médico –
NUPAM
– criado com o objetivo de contribuir para que os serviços e ações de saúde no Brasil sejam prestados de forma responsável, segura e eficiente, com o paciente como foco da atenção.
Um outro importante projeto desenvolvido pela AMB é a
Demografia Médica no Brasil 2023
, um estudo feito pela entidade em parceria com a Associação Médica Brasileira e a Faculdade de Medicina da USP sobre o cenário atual da Medicina no país, que traz dados como a quantidade de médicos formados hoje, de distribuição de mão de obra por região e do aumento alarmante do número de faculdades particulares de Medicina.
A realização do
Congresso de Medicina Geral da AMB
–
CMG
– é também um importante feito da entidade, que este ano chega a sua terceira edição, entre os dias 24 e 26 de julho.
Em 2024, o CMG reuniu cerca de 2.500 congressistas, e contou com mais de 400 palestrantes que debateram 250 temas em todas as especialidades médicas. A realização do congresso é motivada pela necessidade de promover a atualização, reconhecer e valorizar o papel essencial dos médicos que atuam na Medicina Geral e que estão na linha de frente do atendimento à saúde pública brasileira.
PRINCIPAIS SERVIÇOS E CAMPANHAS
A Associação Médica Brasileira é apoiadora de campanhas em prol da saúde da sociedade. Dessa maneira, foi criada a
Comissão de Tabagismo
para enfatizar e orientar sobre os malefícios que o cigarro causa à saúde. A AMB também atua na
defesa da mulher médica
. A entidade disponibiliza um canal exclusivo e permanente para que as profissionais possam denunciar todo tipo de violência e desrespeito a seus direitos.
A instituição ainda oferece aos médicos um serviço de orientação ética e jurídica sobre seus direitos e deveres no exercício da profissão para esclarecer dúvidas e/ou solicitar orientações, por meio do
Defesa Profissional AMB
.
Que venham novos anos para AMB, consagrados de muito trabalho, dedicação e novas ideias para todos que fazem dessa sociedade que se dedica para que o Brasil seja um país referência na saúde ao redor do planeta.
Clique aqui
e confira a mensagem do presidente da AMB – Dr. César Eduardo Fernandes
Assessoria de Comunicação da AMB"
2025-01-22,Título não encontrado,https://amb.org.br/noticias/pl-que-proibe-cigarros-eletronicos-no-brasil-e-aprovado-por-comissao-de-industria-comercio-e-servicos-da-camara-dos-deputados/,"No último mês de dezembro, a Comissão de Indústria, Comércio e Serviços da Câmara dos Deputados aprovou, com emendas, projeto de lei que proíbe a fabricação, a importação, a comercialização, o armazenamento, o transporte e a propaganda de cigarros eletrônicos. O texto do PL também veta o consumo dos dispositivos eletrônicos de fumar (DEFs) em ambientes de uso coletivo, público ou privado, mesmo os parcialmente abertos.
Em agosto de 2024, cerca de 80 entidades médicas, entre elas a Associação Médica Brasileira (AMB) e a Sociedade Brasileira de Pneumologia e Tisiologia (SBPT) divulgaram
nota oficial
se posicionando contra a comercialização dos chamados
vapes
e alertando sobre os problemas de saúde associados ao tabagismo. Em um trecho da nota, a AMB destaca que
“A prioridade que deve prevalecer sobre qualquer circunstância e sem nenhuma concessão é a da proteção da saúde pública de todos os brasileiros e brasileiras”.
Além de câncer e doenças respiratórias e cardiovasculares, as entidades destacam que os DEFs desencadearam o surgimento de nova doença chamada de Evali (sigla em inglês para lesão pulmonar associada ao uso de vapes e pods).
Apesar de a venda ser proibida, dados do Inquérito Telefônico de Fatores de Risco para Doenças Crônicas Não Transmissíveis em Tempos de Pandemia (Covitel 2023) revelam que 4 milhões de pessoas já usaram cigarro eletrônico no Brasil. E, segundo a Organização Mundial da Saúde (OMS), o uso é maior entre adolescentes de 13 a 15 anos
Na prática, a proposta transforma em lei a proibição atualmente prevista em duas resoluções da Agência Nacional de Vigilância Sanitária (Anvisa) – a RDC 46, de 2009, e a RDC 885, de 2024.
Além da proibição, a agência ressalta a necessidade de ampliar a conscientização da população, especialmente dos jovens, sobre os riscos à saúde decorrentes do uso de cigarros eletrônicos.
O
Projeto de Lei 2158/24
, da deputada Flávia Morais, foi aprovado com emendas do relator, deputado Josenildo (PDT-AP). O texto inclui entre as ações do programa o controle do tabagismo e a prevenção do uso de dispositivos eletrônicos para fumar.
O relator também apresentou emenda excluindo do projeto a criminalização de condutas relacionadas à fabricação, comércio e propaganda de cigarros eletrônicos sem autorização dos órgãos competentes.
A proposta ainda será analisada, em caráter conclusivo, pela Comissão de Constituição e Justiça e de Cidadania.
Para virar lei, precisa ser aprovada pela Câmara dos Deputados e pelo Senado Federal.
Fonte:
Agência Câmara de Notícias
Assessoria de Comunicação da AMB"
2025-01-17,Título não encontrado,https://amb.org.br/noticias/dolar-alto-e-obstaculo-a-ciencia-no-brasil/,"Por Marcelo Morales – Médico e biofísico, é professor titular da UFRJ e integrante da Academia Brasileira de Ciências, da Academia Nacional de Medicina e da Academia Nacional de Farmácia
.
A disparada do dólar, ultrapassando os R$ 6, impõe um desafio crítico à
ciência brasileira. Num país cuja pesquisa de ponta depende de insumos
e equipamentos importados, a alta da moeda americana torna-se um
termômetro da capacidade do Brasil de avançar em descobertas e
inovação. Esse cenário impacta não apenas a economia, mas também a
soberania, o bem-estar da população e a posição do país no cenário
mundial.
Nos laboratórios, reagentes e equipamentos importados tornam-se
inacessíveis, transformando ferramentas indispensáveis em artigos de
luxo e aprofundando as dificuldades da pesquisa. Com investimentos em
ciência estagnados em torno de 1% do PIB há décadas — muito abaixo
da média de 2,7% dos países da OCDE —, o Brasil vê sua
competitividade científica gravemente comprometida.
Os programas de fomento, como os do CNPq e da Capes, têm seus
financiamentos em reais, enquanto os custos da pesquisa, atrelados ao
dólar, ameaçam sua sustentabilidade. Publicar artigos, essencial para
consolidar o Brasil no debate global, enfrenta barreiras com taxas em
moeda estrangeira, prejudicando uma posição conquistada com esforço.
Dados de 2024 mostram o Brasil na 13ª posição em produção científica,
mas apenas na 50ª no Índice Global de Inovação — reflexo de uma
lacuna que o dólar elevado tende a aprofundar, ao encarecer a aplicação
do conhecimento e sua conversão em nota fiscal.
Os bolsistas brasileiros lidam com desafios que traduzem o impacto do
câmbio desfavorável. Bolsas de estudos pagas em dólar no exterior
pressionam o orçamento das agências de fomento e podem reduzir a
oferta de bolsas no país, onde pesquisadores já enfrentam valores
defasados e o alto custo de vida. Isso ameaça a continuidade na pesquisa
e desestimula carreiras acadêmicas.
Startups e incubadoras de empresas, potenciais líderes em inovação,
enfrentam custos proibitivos na importação de recursos essenciais,
ampliando o fosso entre pesquisa e desenvolvimento. Empresas
farmacêuticas, dependentes de insumos estrangeiros, encontram mais
dificuldades para desenvolver produtos estratégicos, como novas
terapias contra o câncer. Áreas fundamentais como saúde pública,
agricultura de precisão e pesquisa aeroespacial sofrem impactos
profundos. Projetos de vacinas e medicamentos essenciais tornam-se
mais caros, comprometendo respostas a emergências sanitárias e
pressionando o orçamento público da saúde.
A ciência brasileira, historicamente resiliente, não pode mais sobreviver
à base de improvisos. É urgente implementar políticas públicas que
assegurem financiamento robusto e previsível, vinculado a um
percentual fixo do PIB. Produzir insumos localmente, ampliar parcerias
internacionais e proteger o orçamento de flutuações cambiais são passos
imprescindíveis para garantir a continuidade da pesquisa.
A ciência é o motor do desenvolvimento. Investir em pesquisa é investir
em soberania. Sem ciência, o Brasil corre o risco de perpetuar um
presente de estagnação e oportunidades perdidas.
Leia a Íntegra do artigo
Fonte: O Globo/ Artigo escrito por Marcelo Morales"
2025-01-15,Título não encontrado,https://amb.org.br/noticias/amb-apoia-luta-da-sociedade-brasileira-de-endocrinologia-e-metabologia-para-reverter-veto-ao-pl-2-687-2022/,"Projeto de lei 2.687/2022
Assessoria de Comunicação da AMB"
2025-01-14,Título não encontrado,https://amb.org.br/noticias/diretor-cultural-da-amb-participa-da-cerimonia-de-posse-da-nova-diretoria-da-sociedade-brasileira-de-anestesiologia/,"Dr. Rômulo Capello Teixeira, diretor cultural da AMB (à esquerda), e o novo
diretor-presidente da SBA, Dr.  Antônio Carlos Aguiar Brandão.
O diretor cultural da Associação Médica Brasileira (AMB),
Dr. Rômulo Capello Teixeira
participou, no último dia 11, da cerimônia de posse da nova diretoria da Sociedade Brasileira de Anestesiologia (SBA), realizada no Windsor Barra Hotel, na capital carioca. O médico anestesiologista Dr. Antônio Carlos Aguiar Brandão foi empossado como novo diretor-presidente da entidade médica.
Durante o evento, o novo gestor da SBA destacou que a principal meta da SBA no período de sua administração será a valorização do título de especialista em anestesiologia, concedido pela SBA em parceria com a AMB, com o intuito de evitar a realização de procedimentos anestésicos por médicos não especialistas. “Entre outras medidas, vamos trabalhar de forma intensa pela defesa do ato médico; aprimorar nossa representatividade junto à AMB, ao CFM e garantir que a anestesiologia seja ouvida e representada por meio da SBA na elaboração de políticas públicas”, disse.
Além do diretor-presidente, a nova diretoria será composta pelos médicos anestesiologistas Vicente Faraon Fonseca (diretor vice-presidente), Paulo Sérgio Mateus Marcelino Serzedo (diretor secretário e de eventos), Lorena Ibiapina Mendes de Carvalho (diretora financeira), Plínio da Cunha Leal (diretor científico), Luiz Carlos Basto Salles (vice diretor científico), Maristela Bueno Lopes (diretora do departamento administrativo), Jedson dos Santos Nascimento (diretor do departamento de defesa profissional) e Cátia Sousa Govêia (diretora de relações internacionais).
Informações: Assessoria de Comunicação da SBA
Assessoria de Comunicação da AMB
Cerimônia de posse da nova diretoria da Sociedade Brasileira de Anestesiologia (SBA)
Dr. Antônio Carlos Aguiar Brandão, novo diretor-presidente da SBA"
2025-01-10,Título não encontrado,https://amb.org.br/noticias/dra-maria-rita-de-souza-mesquita-e-empossada-presidente-da-associacao-de-obstetricia-e-ginecologia-de-sao-paulo/,"Dra. Maria Rita de Souza Mesquita
,
nova presidente da Sogesp.
Nesta sexta-feira (10), a diretora da Associação Médica Brasileira (AMB),
Dra. Maria Rita de Souza Mesquita
tomou posse como presidente da Associação de Obstetrícia e Ginecologia de São Paulo (Sogesp), durante assembleia realizada na sede da entidade em São Paulo. Ao longo da cerimônia, também foi empossada a nova diretoria eleita (triênio 2025/2027) e houve ainda a eleição e posse dos conselhos Fiscal (triênio 2025/2027) e de Ética e Conduta (triênio 2025/2027). O presidente da AMB, Dr. César Eduardo Fernandes, foi um dos convidados do evento.
Dra. Maria Rita comemorou a nova etapa e pontuou suas expectativas para os próximos três anos como presidente da Sogesp.
“Estou muito orgulhosa em assumir a presidência de uma entidade que já é representativa por si só, dos ginecologistas e obstetras do estado de São Paulo, e é um grande desafio estar, a partir de agora, à frente deste cargo. E isso só se tornou possível por eu ter ao meu lado uma diretoria de excelência que, com certeza, vai contribuir para uma gestão de êxito e sucesso nesse triênio”
, disse ela.
A gestora ainda agradeceu ao apoio e parceira do presidente da AMB para que este momento se tornasse realidade.
“Quero destacar o meu agradecimento ao César Eduardo Fernandes, uma grande e feliz influência na minha trajetória profissional. Agradeço por ele ter apostado e confiado no meu trabalho”
, comentou.
Dr. César felicitou a colega de profissão e destacou sua trajetória profissional de excelência.
“Não tenho dúvidas que a sua história a legitimou e a trouxe até aqui para assumir a presidência da Sogesp, com competência e seriedade, assim como tem realizado seu trabalho como uma das integrantes da diretoria da AMB, com transparência e afinco. Desejo toda sorte e sucesso”
, concluiu ele.
Também estiveram presentes na posse, membros da diretoria da Sogesp, entre eles, o então presidente Dr. Luciano de Melo Pompei; convidados, autoridades e associados, como o presidente da Associação Paulista de Medicina (APM), Dr. Antônio José Gonçalves; Raphael Câmara, representante do Conselho Federal de Medicina (CFM), e o representante da Federação Brasileira das Associações de Ginecologia e Obstetrícia (Febrasgo), Marcelo Steiner.
Assessoria de Comunicação da AMB"
